marka,seri,model,yıl,km,vites,yakıt,kasa_tipi,motor_hacmi,motor_gücü,çekiş,fiyat
Mercedes - Benz,E,200 Kompressor Avantgarde,2009,253000,Otomatik,LPG & Benzin,Sedan,1796,184,Arkadan İtiş,750000
Mercedes - Benz,E,250 CGI AMG Premium,2011,221000,Otomatik,Benzin,Sedan,1796,204,Arkadan İtiş,995000
Mercedes - Benz,S,S 350 350 BlueTEC,2015,241000,Otomatik,Dizel,Sedan,2987,258,4WD (Sürekli),3580000
Mercedes - Benz,B,B 150 Boyut,2009,134000,Otomatik,LPG & Benzin,MPV,1498,95,Önden Çekiş,440000
Mercedes - Benz,CLA,180 D AMG,2016,60500,Otomatik,Dizel,Coupe,1461,109,Önden Çekiş,997000
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2008,204000,Otomatik,LPG & Benzin,Sedan,1796,184,Arkadan İtiş,580000
Mercedes - Benz,E,200 Kompressor Avantgarde,2006,250000,Otomatik,LPG & Benzin,Sedan,1796,184,Arkadan İtiş,665000
Mercedes - Benz,CLA,200 AMG,2013,234800,Otomatik,Benzin,Coupe,1595,156,Önden Çekiş,730000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2013,200000,Düz,Dizel,Hatchback/5,1461,109,Önden Çekiş,550000
Mercedes - Benz,E,270 CDI Avantgarde,2003,390000,Otomatik,Dizel,Sedan,2685,177,Arkadan İtiş,475000
Mercedes - Benz,200,E,1990,430000,Düz,LPG & Benzin,Sedan,1997,118,Arkadan İtiş,245000
Mercedes - Benz,A,A 180 BlueEFFICIENCY Urban,2015,105000,Yarı Otomatik,Dizel,Hatchback/3,1461,109,Önden Çekiş,795000
Mercedes - Benz,E,250 CGI BlueEFFICIENCY AMG,2011,185502,Otomatik,Benzin,Coupe,1798,204,Arkadan İtiş,739500
Mercedes - Benz,190,2.0,1983,254000,Düz,LPG & Benzin,Sedan,1997,90,Arkadan İtiş,110000
Mercedes - Benz,E,180 Elite,2014,191000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1200000
Mercedes - Benz,C,C 63 AMG,2020,6169,Otomatik,Benzin,Sedan,3982,476,Arkadan İtiş,5350000
Mercedes - Benz,E,180 Premium,2014,152000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1169900
Mercedes - Benz,E,200,1993,300000,Düz,LPG & Benzin,Sedan,1997,136,Arkadan İtiş,195000
Mercedes - Benz,230,E,1988,675000,Otomatik,LPG & Benzin,Sedan,2250,138,Arkadan İtiş,195000
Mercedes - Benz,E,220 D Exclusive,2020,128650,Otomatik,Dizel,Sedan,1950,194,4WD (Sürekli),3350000
Mercedes - Benz,CLA,200 AMG,2017,22000,Otomatik,Benzin,Coupe,1595,156,Önden Çekiş,999999
Mercedes - Benz,S,S 400 400 d AMG,2020,27000,Otomatik,Dizel,Sedan,2925,340,4WD (Sürekli),7500000
Mercedes - Benz,200,E,1991,330000,Düz,LPG & Benzin,Sedan,1997,118,Arkadan İtiş,499900
Mercedes - Benz,E,220 D Exclusive,2018,70000,Otomatik,Dizel,Sedan,1950,194,4WD (Sürekli),2499000
Mercedes - Benz,S,S 400 400d Long Inspiration,2021,7000,Otomatik,Dizel,Sedan,2925,330,4WD (Sürekli),10750000
Mercedes - Benz,E,180 Exclusive,2018,53500,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1750000
Mercedes - Benz,300,D,1986,410000,Düz,Dizel,Sedan,2750,138,Arkadan İtiş,340000
Mercedes - Benz,E,200 Avantgarde,1996,580000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,299000
Mercedes - Benz,200,E,1991,307125,Düz,LPG & Benzin,Sedan,1997,118,Arkadan İtiş,175000
Mercedes - Benz,300,SEL,1992,355000,Otomatik,LPG & Benzin,Sedan,2750,188,Arkadan İtiş,260000
Mercedes - Benz,E,250 CDI Premium,2010,265000,Otomatik,Dizel,Sedan,2143,204,4WD (Sürekli),865000
Mercedes - Benz,190,190 E 2.0,1987,370000,Düz,LPG & Benzin,Sedan,1997,123,Arkadan İtiş,120000
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2008,239500,Otomatik,Benzin,Sedan,1796,184,Arkadan İtiş,499950
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2012,221000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,690000
Mercedes - Benz,E,200,1994,228000,Düz,LPG & Benzin,Sedan,1997,136,Arkadan İtiş,235000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Luxury,2011,270000,Otomatik,Benzin,Sedan,1597,156,Arkadan İtiş,520000
Mercedes - Benz,E,200,1993,280000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,235000
Mercedes - Benz,E,200,1994,292000,Düz,LPG & Benzin,Sedan,1997,136,Arkadan İtiş,205000
Mercedes - Benz,C,C 180 Fascination,2015,89000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1200000
Mercedes - Benz,E,180 Exclusive,2017,68000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1740000
Mercedes - Benz,CLS,250 CDI Sport,2013,210000,Otomatik,Dizel,Sedan,2143,204,Arkadan İtiş,1410000
Mercedes - Benz,C,C 200 CDI Avantgarde,2004,300000,Otomatik,Dizel,Sedan,2148,122,Arkadan İtiş,470000
Mercedes - Benz,C,C 180 BlueEFFICIENCY AMG,2012,142000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,830000
Mercedes - Benz,200,E,1991,307000,Otomatik,LPG & Benzin,Sedan,1900,113,Arkadan İtiş,350000
Mercedes - Benz,E,200 d E 200 d,1995,520000,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,173500
Mercedes - Benz,C,C 180 AMG 7G-Tronic,2013,326000,Otomatik,LPG & Benzin,Sedan,1595,156,Arkadan İtiş,690000
Mercedes - Benz,B,B 150 Prestige,2009,179000,Otomatik,LPG & Benzin,MPV,1498,95,Önden Çekiş,440000
Mercedes - Benz,E,200 d Exclusive,2022,1050,Otomatik,Dizel,Sedan,1597,160,Arkadan İtiş,3025000
Mercedes - Benz,C,C 320 Avantgarde,2002,367000,Otomatik,LPG & Benzin,Sedan,3199,218,4WD (Sürekli),300000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2017,132000,Yarı Otomatik,Dizel,Hatchback/5,1461,109,Önden Çekiş,850000
Mercedes - Benz,CLA,200 AMG,2019,14500,Otomatik,Benzin,Coupe,1595,156,Önden Çekiş,1390000
Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2016,218000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1150000
Mercedes - Benz,E,220 CDI Avantgarde,1999,317000,Düz,Dizel,Sedan,2148,143,Arkadan İtiş,305000
Mercedes - Benz,E,430 Avantgarde,2000,121000,Otomatik,LPG & Benzin,Sedan,4266,279,Arkadan İtiş,1250000
Mercedes - Benz,E,200,1993,380000,Düz,LPG & Benzin,Sedan,1997,136,Arkadan İtiş,215000
Mercedes - Benz,C,C 200 d BlueTEC Comfort,2018,118000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1395000
Mercedes - Benz,230,E,1988,404000,Düz,LPG & Benzin,Sedan,2299,132,Arkadan İtiş,140000
Mercedes - Benz,B,B 180 CDI 180 CDI,2006,199500,Düz,Dizel,MPV,1991,109,Önden Çekiş,449000
Mercedes - Benz,B,B 180 CDI Prestige,2009,253000,Otomatik,Dizel,MPV,1991,109,Önden Çekiş,475000
Mercedes - Benz,C,C 180 Elegance,1995,458000,Düz,LPG & Benzin,Sedan,1799,122,Arkadan İtiş,180000
Mercedes - Benz,S,S 320 320,2000,268195,Otomatik,LPG & Benzin,Sedan,3199,224,Arkadan İtiş,425000
Mercedes - Benz,E,350 Avantgarde,2007,278577,Yarı Otomatik,Benzin,Sedan,3250,263,4WD (Sürekli),825000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2011,135000,Otomatik,Benzin,Sedan,1597,156,Arkadan İtiş,755000
Mercedes - Benz,C,C 180 BlueEFFICIENCY Selection Plus,2013,89875,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,965000
Mercedes - Benz,CLS,350 CDI BlueEFFICIENCY,2011,173299,Otomatik,Dizel,Coupe,2987,265,4WD (Sürekli),1445000
Mercedes - Benz,E,350 CDI AMG Premium,2011,323106,Otomatik,Dizel,Sedan,2750,263,4WD (Sürekli),1235000
Mercedes - Benz,C,C 180 BlueEFFICIENCY Selection Plus,2013,185000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,775000
Mercedes - Benz,E,300 D AMG,2022,6001,Otomatik,Dizel,Sedan,1900,313,4WD (Sürekli),4450000
Mercedes - Benz,E,200 Elegance,1997,336000,Otomatik,Benzin,Sedan,1998,136,Arkadan İtiş,350000
Mercedes - Benz,C,C 200 D Elegance,1995,550000,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,275000
Mercedes - Benz,CLA,180 D AMG,2017,189900,Otomatik,Dizel,Coupe,1461,109,Önden Çekiş,954900
Mercedes - Benz,E,200 Avantgarde,1997,402000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,300000
Mercedes - Benz,E,200 Kompressor Avantgarde,2007,312000,Otomatik,Benzin,Sedan,1796,184,Arkadan İtiş,560000
Mercedes - Benz,A,A 180 BlueEFFICIENCY AMG Sport,2015,106000,Yarı Otomatik,Benzin,Hatchback/5,1595,122,Önden Çekiş,750000
Mercedes - Benz,CLS,350 CDI AMG,2015,191000,Otomatik,Dizel,Coupe,2987,265,4WD (Sürekli),1789900
Mercedes - Benz,S,S 500 500 L,2010,290000,Otomatik,Benzin,Sedan,5461,388,4WD (Sürekli),1845000
Mercedes - Benz,C,C 200 d BlueTEC Style,2017,140000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1000000
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2002,304000,Otomatik,Benzin,Sedan,1998,163,Arkadan İtiş,325000
Mercedes - Benz,E,280 CDI Avantgarde,2005,300000,Otomatik,Dizel,Sedan,3222,177,Arkadan İtiş,528000
Mercedes - Benz,E,320 CDI Elegance,2002,349000,Otomatik,Dizel,Station wagon,3222,197,Arkadan İtiş,375000
Mercedes - Benz,E,200 Avantgarde,1998,340000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,320000
Mercedes - Benz,190,190 E 2.3,1988,280000,Düz,LPG & Benzin,Sedan,2599,160,Arkadan İtiş,180000
Mercedes - Benz,E,220 CDI Elegance,2002,300000,Otomatik,Dizel,Sedan,2148,150,Arkadan İtiş,415000
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2000,345000,Düz,LPG & Benzin,Sedan,1998,163,Arkadan İtiş,305000
Mercedes - Benz,E,220 CDI Avantgarde,2002,255000,Otomatik,Dizel,Sedan,2148,150,Arkadan İtiş,515000
Mercedes - Benz,C,C 200 Elegance,1995,470000,Düz,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,210000
Mercedes - Benz,E,200 Elegance,1998,470000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,350000
Mercedes - Benz,E,200 Elegance,1995,273444,Düz,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,240000
Mercedes - Benz,C,C 220 D Elegance,1996,189000,Düz,Dizel,Sedan,2155,95,Arkadan İtiş,305000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,63000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1325000
Mercedes - Benz,B,B 160 Boyut,2011,184000,Otomatik,LPG & Benzin,MPV,1498,95,Önden Çekiş,417500
Mercedes - Benz,E,350 CDI Premium,2011,208000,Otomatik,Dizel,Sedan,2987,265,Arkadan İtiş,1375000
Mercedes - Benz,C,C 200 d BlueTEC Avantgarde,2016,70000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1050000
Mercedes - Benz,200,D,1990,222222,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,155500
Mercedes - Benz,E,220 CDI Avantgarde,2008,398000,Otomatik,Dizel,Sedan,2148,170,Arkadan İtiş,790000
Mercedes - Benz,E,350 CDI AMG Premium,2010,226000,Otomatik,Dizel,Coupe,3250,238,Arkadan İtiş,988750
Mercedes - Benz,200,D,1986,450000,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,165000
Mercedes - Benz,C,C 200 d BlueTEC Fascination,2017,120000,Otomatik,Dizel,Sedan,1500,138,Arkadan İtiş,958000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,120000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1075000
Mercedes - Benz,E,200,1992,340000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,205000
Mercedes - Benz,C,C 180 BlueEFFICIENCY C-Edition,2014,99500,Otomatik,Benzin,Coupe,1597,156,Arkadan İtiş,769500
Mercedes - Benz,E,240 Avantgarde,2005,235000,Otomatik,LPG & Benzin,Sedan,2597,177,Arkadan İtiş,530000
Mercedes - Benz,200,D,1985,479200,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,199999
Mercedes - Benz,E,200 Kompressor Avantgarde,2003,315000,Otomatik,LPG & Benzin,Sedan,1796,163,Arkadan İtiş,490000
Mercedes - Benz,E,220 D Avantgarde,2016,80000,Otomatik,Dizel,Sedan,1950,194,Arkadan İtiş,1780000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,95000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1250000
Mercedes - Benz,280,SE,1980,457000,Otomatik,Benzin,Sedan,2750,188,Arkadan İtiş,285000
Mercedes - Benz,190,190 D 2.0,1988,156500,Düz,Dizel,Sedan,1997,72,Arkadan İtiş,170000
Mercedes - Benz,E,200 Elegance,1997,232000,Düz,LPG & Benzin,Sedan,1900,138,Arkadan İtiş,365000
Mercedes - Benz,C,C 180 Avantgarde,2011,295000,Otomatik,LPG & Benzin,Sedan,1796,156,Arkadan İtiş,585000
Mercedes - Benz,E,200 Kompressor Avantgarde,2008,450000,Otomatik,LPG & Benzin,Sedan,1796,184,Arkadan İtiş,725000
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2001,363000,Otomatik,LPG & Benzin,Sedan,1998,163,Arkadan İtiş,344000
Mercedes - Benz,B,B 150 Prestige,2009,106000,Otomatik,Benzin,MPV,1498,95,Önden Çekiş,430000
Mercedes - Benz,CLA,200 AMG,2022,6888,Otomatik,Benzin,Coupe,1595,156,Önden Çekiş,1945000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Fascination,2010,162000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,595000
Mercedes - Benz,C,C 200 AMG,2018,66000,Otomatik,Benzin,Sedan,1497,184,4WD (Sürekli),1620000
Mercedes - Benz,E,220 CDI Avantgarde,2009,488000,Otomatik,Dizel,Sedan,2148,170,Arkadan İtiş,695000
Mercedes - Benz,E,250 CDI Premium,2011,265000,Otomatik,Dizel,Sedan,2143,204,4WD (Sürekli),1070000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,197000,Otomatik,Benzin,Sedan,1597,156,Arkadan İtiş,730000
Mercedes - Benz,200,E,1990,343000,Düz,LPG & Benzin,Sedan,1997,118,Arkadan İtiş,155000
Mercedes - Benz,E,250 CDI Premium,2012,144000,Otomatik,Dizel,Sedan,2143,204,4WD (Sürekli),1375000
Mercedes - Benz,CLS,350 D AMG,2016,109000,Yarı Otomatik,Dizel,Coupe,2750,263,4WD (Sürekli),2280000
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Fascination,2010,195000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,585000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,95000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1250000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,116000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1155000
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2004,410000,Otomatik,LPG & Benzin,Sedan,1796,163,Arkadan İtiş,378000
Mercedes - Benz,C,C 200 d BlueTEC Comfort,2017,42400,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1300000
Mercedes - Benz,E,200 Avantgarde,2006,97000,Otomatik,Benzin,Sedan,1700,188,Arkadan İtiş,935000
Mercedes - Benz,E,270 CDI Avantgarde,2003,420000,Otomatik,Dizel,Sedan,2685,177,Arkadan İtiş,470000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY Urban,2013,244000,Düz,Dizel,Coupe,1461,109,Önden Çekiş,565000
Mercedes - Benz,CLA,180 D AMG,2019,46000,Yarı Otomatik,Dizel,Coupe,1461,116,Önden Çekiş,1700000
Mercedes - Benz,C,C 200 d BlueTEC Fascination,2016,60000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1200000
Mercedes - Benz,S,S 500 500 L,2007,122400,Otomatik,Benzin,Sedan,5250,388,Arkadan İtiş,7900000
Mercedes - Benz,SL,55 AMG,2004,74917,Yarı Otomatik,Benzin,Roadster,5250,488,Arkadan İtiş,3325000
Mercedes - Benz,190,190 E 2.0,1990,455000,Düz,LPG & Benzin,Sedan,1997,123,Arkadan İtiş,141500
Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2017,80000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1260000
Mercedes - Benz,S,S 320 320,2000,340000,Otomatik,LPG & Benzin,Sedan,3199,224,Arkadan İtiş,324000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2017,164000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,899500
Mercedes - Benz,E,220 D Avantgarde,2016,204000,Otomatik,Dizel,Sedan,1950,194,Arkadan İtiş,1850000
Mercedes - Benz,E,220 CDI Avantgarde,2008,499000,Otomatik,Dizel,Sedan,2148,170,Arkadan İtiş,600000
Mercedes - Benz,E,200 d E 200 d,1995,257000,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,295000
Mercedes - Benz,200,D,1992,316000,Düz,Dizel,Sedan,1997,75,Arkadan İtiş,215000
Mercedes - Benz,C,C 200 d BlueTEC Fascination,2017,119000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1175000
Mercedes - Benz,190,190 D 2.0,1988,547000,Düz,Dizel,Sedan,1997,72,Arkadan İtiş,135000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,135000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1195000
Mercedes - Benz,C,C 200 d BlueTEC Style,2015,150000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,995000
Mercedes - Benz,E,180 Premium,2013,193500,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1099000
Mercedes - Benz,E,270 CDI Avantgarde,2004,370000,Otomatik,Dizel,Sedan,2685,177,Arkadan İtiş,469500
Mercedes - Benz,E,200 Kompressor Avantgarde,2009,286000,Otomatik,LPG & Benzin,Sedan,1796,184,Arkadan İtiş,690000
Mercedes - Benz,E,200 d Exclusive,2020,93000,Otomatik,Dizel,Sedan,1597,160,Arkadan İtiş,1990000
Mercedes - Benz,E,220 D Exclusive,2018,133000,Otomatik,Dizel,Sedan,1950,194,4WD (Sürekli),2250000
Mercedes - Benz,CLS,320 CDI,2010,236000,Otomatik,Dizel,Coupe,2987,224,Arkadan İtiş,859000
Mercedes - Benz,A,A 180 BlueEFFICIENCY AMG Sport,2016,83000,Otomatik,Benzin,Hatchback/5,1595,122,Önden Çekiş,840000
Mercedes - Benz,260,SE,1988,425000,Düz,LPG & Benzin,Sedan,2599,166,Arkadan İtiş,170000
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2003,400000,Otomatik,LPG & Benzin,Sedan,1796,163,Arkadan İtiş,395000
Mercedes - Benz,A,A 180 d Style,2019,45000,Yarı Otomatik,Dizel,Sedan,1461,116,Önden Çekiş,1200000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2009,195000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,585000
Mercedes - Benz,C,C 220 CDI Elegance,2000,334000,Düz,Dizel,Sedan,2148,143,Arkadan İtiş,303000
Mercedes - Benz,E,200 Kompressor Avantgarde,2004,158000,Otomatik,Benzin,Sedan,1796,163,Arkadan İtiş,775000
Mercedes - Benz,E,200 Avantgarde,2000,376000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,450000
Mercedes - Benz,A,A 180 BlueEFFICIENCY AMG Sport,2016,62000,Yarı Otomatik,Benzin,Hatchback/5,1595,122,Önden Çekiş,812000
Mercedes - Benz,CLK,CLK 200 Kompressor Avantgarde,2001,382000,Otomatik,LPG & Benzin,-,1998,163,Arkadan İtiş,295000
Mercedes - Benz,C,C 220 CDI AMG,2008,290000,Otomatik,Dizel,Sedan,2148,170,Arkadan İtiş,482200
Mercedes - Benz,C,C 180 Kompressor BlueEfficiency Fascination,2009,175000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,565000
Mercedes - Benz,200,D,1984,350000,Düz,Dizel,Sedan,1900,88,Arkadan İtiş,138000
Mercedes - Benz,E,350 CDI Premium,2011,146181,Otomatik,Dizel,Sedan,2987,231,AWD (Elektronik),1295000
Mercedes - Benz,E,180 AMG,2017,28000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1800000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2018,58000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1250000
Mercedes - Benz,E,250 CGI BlueEFFICIENCY AMG,2011,102644,Otomatik,Benzin,Cabrio,1796,198,Arkadan İtiş,1045000
Mercedes - Benz,E,300 Exclusive,2022,6120,Otomatik,Dizel,Sedan,1900,263,4WD (Sürekli),3980000
Mercedes - Benz,C,C 200 D Exclusive,2021,19500,Otomatik,Dizel,Sedan,1598,160,Arkadan İtiş,1750000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2018,58500,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1325000
Mercedes - Benz,E,180 Elite,2015,210000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,946500
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2014,164000,Yarı Otomatik,Dizel,Hatchback/5,1461,109,Önden Çekiş,595000
Mercedes - Benz,CLA,180 D AMG,2016,90000,Otomatik,Dizel,Coupe,1461,109,Önden Çekiş,1150000
Mercedes - Benz,E,220 D Exclusive,2020,35000,Otomatik,Dizel,Sedan,1900,188,4WD (Sürekli),2760000
Mercedes - Benz,E,200 Exclusive,2016,73000,Otomatik,Benzin,Sedan,1991,184,Arkadan İtiş,1895000
Mercedes - Benz,CLA,180 D AMG,2018,52000,Otomatik,Dizel,Coupe,1461,109,Önden Çekiş,1160000
Mercedes - Benz,CLS,300 D AMG,2022,6666,Otomatik,Dizel,Coupe,1992,265,4WD (Sürekli),4950000
Mercedes - Benz,CLA,180 CDI AMG,2018,55000,Otomatik,Dizel,Coupe,1462,109,Önden Çekiş,1160000
Mercedes - Benz,C,C 200 Kompressor Avantgarde,2009,210000,Otomatik,LPG & Benzin,Sedan,1796,163,Arkadan İtiş,530000
Mercedes - Benz,A,A 180 d Style,2020,44000,Yarı Otomatik,Dizel,Sedan,1461,116,Önden Çekiş,1190000
Mercedes - Benz,E,200,1995,449000,Otomatik,LPG & Benzin,Sedan,1900,138,Arkadan İtiş,274000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,310000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,575000
Mercedes - Benz,B,B 180 CDI BlueEFFICIENCY Style,2014,149000,Yarı Otomatik,Dizel,MPV,1461,109,Önden Çekiş,600000
Mercedes - Benz,200,E,1992,409000,Düz,LPG & Benzin,Sedan,1997,136,Arkadan İtiş,195000
Mercedes - Benz,C,C 200 Kompressor Sportcoupe,2001,277600,Düz,Benzin,Coupe,1998,163,Arkadan İtiş,259000
Mercedes - Benz,C,C 200 D Exclusive,2019,28000,Otomatik,Dizel,Sedan,1598,160,Arkadan İtiş,1500000
Mercedes - Benz,C,C 180 BlueEFFICIENCY AMG,2013,198000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,715000
Mercedes - Benz,E,250 CGI AMG Premium,2011,62000,Otomatik,Benzin,Coupe,1796,204,Arkadan İtiş,901000
Mercedes - Benz,B,B 150 Special Edition,2009,142000,Otomatik,LPG & Benzin,MPV,1498,95,Önden Çekiş,417500
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2009,230000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,560000
Mercedes - Benz,E,250 CDI Premium,2014,252439,Otomatik,Dizel,Sedan,2143,204,4WD (Sürekli),1475000
Mercedes - Benz,E,350 CDI Premium,2011,300000,Otomatik,Dizel,Sedan,2987,265,Arkadan İtiş,1050000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,230000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1150000
Mercedes - Benz,A,A 200 AMG,2021,75000,Yarı Otomatik,Benzin,Hatchback/5,1332,163,Önden Çekiş,1350000
Mercedes - Benz,E,180 Style,2015,144150,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1040000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2015,220000,Yarı Otomatik,Dizel,Hatchback/5,1461,109,Önden Çekiş,669750
Mercedes - Benz,E,200 d AMG,2020,28000,Otomatik,Dizel,Sedan,1597,160,Arkadan İtiş,2395000
Mercedes - Benz,S,S 320 320 CDI L,2009,145000,Otomatik,Dizel,Sedan,2987,235,Arkadan İtiş,2150000
Mercedes - Benz,200,E,1989,311000,Düz,Dizel,Sedan,1997,118,Arkadan İtiş,145000
Mercedes - Benz,E,230 Elegance,1987,245000,Düz,LPG & Benzin,Sedan,2299,136,Arkadan İtiş,165000
Mercedes - Benz,E,180 Elite,2015,110000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,1200000
Mercedes - Benz,CLA,180 CDI Urban,2015,180000,Otomatik,Dizel,Coupe,1462,109,Önden Çekiş,850000
Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,244000,Otomatik,LPG & Benzin,Sedan,1597,156,Arkadan İtiş,600000
Mercedes - Benz,E,200 Elegance,1997,419000,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,285000
Mercedes - Benz,E,200 Elegance,2000,393600,Otomatik,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,368000
Mercedes - Benz,E,200 Classic,1996,346000,Düz,LPG & Benzin,Sedan,1998,136,Arkadan İtiş,295000
Mercedes - Benz,C,C 180 BlueEFFICIENCY AMG,2012,260000,Otomatik,Benzin,Sedan,1595,156,Arkadan İtiş,650000
Mercedes - Benz,230,E,1990,250000,Düz,LPG & Benzin,Sedan,2299,132,Arkadan İtiş,410000
Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,161000,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,845000
Mercedes - Benz,C,C 200 BlueTEC AMG,2018,179500,Otomatik,Dizel,Sedan,1598,136,Arkadan İtiş,1190000
Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2016,207000,Yarı Otomatik,Dizel,Hatchback/5,1461,109,Önden Çekiş,650000
Mercedes - Benz,AMG GT,4.0 S,2020,35000,Otomatik,Benzin,Coupe,3982,639,4WD (Sürekli),11750000
Mercedes - Benz,E,220 D Avantgarde,2016,150000,Otomatik,Dizel,Sedan,1950,194,Arkadan İtiş,1492000
